customerID,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,Charges_Ratio,High_Risk_Contract,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Tenure_Group_1-2 Years,Tenure_Group_2-4 Years,Tenure_Group_4-6 Years
4803-LBYPN,0,34,20.8,635.9,0,0.032709545011644206,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0
5759-RCVCB,0,3,35.2,108.95,1,0.3230839538243273,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6372-RFVNS,0,1,78.8,78.8,1,0.9999998730964628,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2139-FQHLM,0,19,89.95,1682.4,0,0.05346528736646881,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
8261-GWDBQ,1,60,116.05,6925.9,0,0.016755945051537064,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1
1093-YSWCA,0,11,19.55,223.15,0,0.087609227532636,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0
8938-UMKPI,0,47,106.4,5127.95,1,0.02074903222389253,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
0991-BRRFB,0,18,49.4,874.8,1,0.05647004965169125,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3882-IYOIJ,0,60,115.25,6758.45,0,0.017052726561485657,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
8749-TZYEC,0,72,24.8,1874.3,0,0.013231606395819205,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1
1755-FZQEC,0,39,19.9,791.15,0,0.025153257597759493,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0
3115-JPJDD,0,59,81.25,4639.45,0,0.017512851701143774,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
5600-KTXFM,0,2,69.95,143.9,0,0.48610142556626645,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3871-IKPYH,1,1,69.1,69.1,1,0.9999998552822206,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6319-IEJWJ,0,20,90.2,1776.55,1,0.05077256451677373,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0
9025-AOMKI,0,6,93.55,536.4,1,0.17440342702454462,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
6339-TBELP,0,71,86.4,6172.0,0,0.013998703801039042,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1
7964-YESJC,0,24,66.3,1559.45,0,0.04251498898640553,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
6173-GOLSU,1,67,94.65,6079.0,0,0.015569995039365037,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1
5275-SQEIZ,0,1,80.85,80.85,1,0.9999998763141773,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
7716-YTYHG,0,48,82.05,4029.95,1,0.020360054044442105,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0
9938-ZREHM,0,37,72.1,2658.4,0,0.02712157678633171,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0
7950-XWOVN,0,11,34.7,383.55,0,0.09047060121312474,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4390-KYULV,0,3,20.55,51.15,1,0.4017594522464414,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
4647-MUZON,0,18,95.95,1745.5,0,0.054969922343340465,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0
9702-AIUJO,0,50,44.8,2230.85,0,0.020082031422632485,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
8849-PRIQJ,0,67,109.4,7281.6,0,0.015024170491342328,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1
8851-RAGOV,0,25,71.05,1837.7,0,0.03866245829753247,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
1304-NECVQ,1,2,78.55,149.55,1,0.5252423587266895,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5396-IZEPB,0,9,19.7,180.7,0,0.10902046989372054,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1729-VLAZJ,0,10,40.25,411.45,0,0.09782476369365017,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
8285-ABVLB,0,70,19.85,1328.35,0,0.014943350661020436,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1
0701-TJSEF,0,9,68.25,576.95,0,0.1182944775406105,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
5712-VBOXD,0,4,20.15,68.45,0,0.29437541353171454,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
6629-LADHQ,0,2,50.95,123.05,0,0.4140592918277699,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8945-GRKHX,0,1,78.65,78.65,1,0.9999998728544345,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1559-DTODC,0,19,25.15,468.35,0,0.05369915546708326,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4797-MIWUM,0,7,20.25,174.7,0,0.1159129870685182,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
6959-UWKHF,0,1,42.9,42.9,1,0.9999997668998212,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
8720-RQSBJ,1,1,44.0,44.0,0,0.9999997727273243,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4537-CIBHB,0,9,20.25,172.35,0,0.11749346576771304,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
3815-SLMEF,0,3,34.25,139.35,1,0.24578397949164124,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5154-VEKBL,0,9,58.5,539.85,1,0.10836343228001422,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
4324-AHJKS,0,5,55.8,300.4,0,0.1857523240428654,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4355-CVPVS,0,56,88.9,4968.0,0,0.017894524923722777,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
4495-LHSSK,0,18,57.65,992.7,0,0.058073939175239855,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
5655-JSMZM,1,49,96.2,4718.25,1,0.020388915338549432,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
5915-ANOEI,0,70,79.15,5536.5,0,0.014296035375605465,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
9861-PDSZP,0,72,108.05,7806.6,0,0.01384085259416282,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1
4505-EXZHB,1,6,74.4,434.1,1,0.17138907690879807,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7225-CBZPL,1,17,94.8,1563.9,0,0.06061768616524275,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0
6704-UTUKK,0,29,45.9,1332.4,0,0.0344491141215167,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
4587-VVTOX,0,6,105.3,545.2,1,0.1931401285190732,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
2019-HDCZY,0,63,102.6,6296.75,0,0.016294119956653638,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
4652-NNHNY,0,16,73.85,1284.2,1,0.05750661845891124,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8788-DOXSU,0,59,61.35,3645.5,0,0.01682896717369643,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
7404-JLKQG,0,3,57.55,161.45,0,0.35645708538512944,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7421-ZLUPA,0,8,29.25,226.95,0,0.12888300820079276,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
8972-HJWNV,1,7,84.55,646.85,1,0.1307103635972735,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
3274-NSDWE,0,68,19.6,1441.65,0,0.013595532802028697,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1
2632-IVXVF,0,68,111.75,7511.3,0,0.014877584419637633,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
3692-JHONH,1,52,106.5,5621.85,0,0.018943941907123202,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1
8915-NNTRC,0,72,107.7,7919.8,0,0.013598828236068047,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1
5914-GXMDA,0,32,19.3,593.2,0,0.032535400665283196,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0
7463-IFMQU,0,72,20.05,1423.65,0,0.01408351761961495,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
2920-RNCEZ,0,1,69.95,69.95,0,0.9999998570407638,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2541-YGPKE,0,42,63.7,2763.35,0,0.023051730605780193,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0
8515-OCTJS,0,25,24.75,692.1,1,0.035760727701766686,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0
5382-TEMLV,0,45,50.9,2298.55,0,0.022144395283355173,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3441-CGZJH,0,43,60.4,2640.55,0,0.022874022370816597,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0
9592-ERDKV,0,37,79.25,2911.8,0,0.027216841722587943,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0
2860-RANUS,1,20,85.8,1727.5,1,0.04966714877182548,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
5261-QSHQM,0,4,24.45,86.6,1,0.2823325309084837,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4778-IZARL,0,63,110.1,6705.7,0,0.01641886750612335,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1
0432-CAJZV,0,3,90.7,237.65,0,0.38165367634531133,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
7008-LZVOZ,0,66,25.3,1672.35,0,0.015128412024226916,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1
8868-WOZGU,0,28,105.7,2979.5,1,0.03547575084586088,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
1200-TUZHR,1,8,85.2,695.75,0,0.12245777761469238,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9365-CSLBQ,0,71,24.35,1654.6,0,0.014716547717173048,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1
1334-FJSVR,0,1,24.25,24.25,1,0.9999995876290361,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5884-FBCTL,0,72,25.1,1857.85,0,0.013510240258846302,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
7130-CTCUS,1,16,54.55,825.1,0,0.06611319759891894,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6242-FEGFD,0,66,96.6,6424.25,0,0.015036774697378255,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
7625-XCQRH,0,11,76.5,837.95,1,0.09129422887649348,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6194-HBGQN,0,51,81.15,4126.2,0,0.01966700591423827,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1
7634-WSWDB,0,8,38.5,330.8,0,0.11638451885173764,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
6986-IXNDM,0,14,92.9,1337.45,0,0.06946054006160575,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0
1731-TVIUK,0,4,93.5,362.2,1,0.2581446643251059,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
2987-BJXIK,0,70,84.7,5991.05,0,0.014137755461667395,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
9769-TSBZE,0,70,66.0,4891.5,0,0.013492793594004307,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
0406-BPDVR,1,54,101.5,5373.1,1,0.01889039843127729,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1
0618-XWMSS,0,28,74.9,2068.55,1,0.03620893845346286,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1395-WSWXR,0,24,20.75,487.05,0,0.0426034279313535,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0
6023-GSSXW,0,69,61.45,4131.2,0,0.014874612667325204,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
6752-APNJL,0,42,54.5,2301.15,0,0.023683810165857026,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5276-KQWHG,1,2,69.6,131.65,1,0.5286744756039137,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0420-HLGXF,1,39,99.75,4036.0,0,0.024715064358981503,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
7446-KQISO,0,45,109.75,4900.65,0,0.02239498837420549,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0
9823-EALYC,0,72,80.85,5727.45,0,0.014116229711099652,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1
0582-AVCLN,0,38,20.3,743.05,0,0.02731983006096723,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0
5803-NQJZO,0,72,67.8,4804.65,0,0.014111329620031992,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
2565-JSLRY,0,1,24.05,24.05,1,0.9999995841997571,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
2607-DHDAK,0,72,19.8,1414.65,0,0.013996394769049625,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1
1073-XXCZD,0,55,25.7,1443.65,0,0.01780209872336024,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
0743-HRVFF,0,51,56.15,2898.95,0,0.01936908184215291,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1
4006-HKYHO,0,63,86.7,5309.5,0,0.016329221176515266,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1
3727-JEZTU,0,1,20.4,20.4,0,0.9999995098041619,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
8143-ETQTI,0,23,19.65,451.55,0,0.04351677458716034,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0
6689-KXGBO,0,1,50.55,50.55,1,0.9999998021761024,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9667-TKTVZ,0,2,54.35,117.05,0,0.4643314426030378,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
3657-COGMW,1,52,108.1,5839.3,0,0.018512492904093823,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
8570-KLJYJ,0,36,54.45,1893.5,0,0.02875627130310921,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
7754-IXRMC,0,1,45.35,45.35,0,0.9999997794928821,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9473-CBZOP,0,28,59.0,1654.45,0,0.03566139783214121,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
2969-WGHQO,0,7,69.45,477.05,0,0.14558222103380736,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
6615-NGGZJ,0,14,100.55,1415.55,1,0.07103246037912854,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0
4334-HOWRP,1,72,64.95,4546.0,0,0.014287285494308657,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1
4255-DDUOU,0,1,20.5,20.5,1,0.9999995121953599,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
5863-OOKCL,0,10,18.85,163.2,0,0.11550244390303654,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1686-STUHN,0,42,19.8,849.9,0,0.023296858179822827,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
1329-VHWNP,0,7,25.05,189.95,0,0.1318768027440483,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2984-MIIZL,0,4,74.8,321.9,1,0.232370294117108,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0266-GMEAO,0,72,114.3,8058.55,0,0.014183693078551734,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1
5590-YRFJT,0,20,24.45,482.8,1,0.05064208677211916,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
5574-NXZIU,0,63,109.2,7049.75,0,0.015489910967779127,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0019-GFNTW,0,56,45.05,2560.1,0,0.0175969687996681,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
4256-ZWTZI,0,5,51.0,286.8,0,0.17782426158213874,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
8309-PPCED,0,72,110.45,7982.5,0,0.013836517364439065,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1
4098-NAUKP,1,68,84.65,5683.6,0,0.01489372930027847,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
5196-WPYOW,0,67,60.05,3994.05,0,0.01503486432309344,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
4608-LCIMN,0,8,44.65,369.15,0,0.12095353864408673,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1485-YDHMM,0,52,93.25,4631.7,0,0.020132996480486654,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
4054-CUMIA,0,18,20.25,401.95,0,0.0503793991695634,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0
0603-TPMIB,0,59,25.45,1534.05,0,0.016590071923404896,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1
2525-GVKQU,0,60,20.6,1093.0,0,0.018847209342660484,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1
8161-QYMTT,0,7,94.1,701.3,0,0.13417937923599915,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
9581-GVBXT,0,59,34.8,1980.3,0,0.01757309489686868,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
5862-BRIXZ,0,46,60.75,2893.4,0,0.020996059926052187,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0
5404-GGUKR,0,5,51.35,262.3,0,0.19576819688264596,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3308-JSGML,1,59,64.05,3886.85,0,0.016478639472892857,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1
2126-GSEGL,0,70,84.8,5917.55,0,0.014330254895471512,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1
3677-TNKIO,0,14,71.0,914.0,1,0.07768052431421746,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
0440-QEXBZ,0,44,50.15,2139.1,0,0.023444439140552383,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2434-EEVDB,0,64,94.6,5948.7,0,0.01590263416224951,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1
6762-QVYJO,0,58,59.75,3624.35,0,0.01648571463438764,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
6199-IWKGC,1,46,100.25,4753.85,0,0.021088170596278447,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0
2675-DHUTR,1,58,98.9,5780.7,0,0.017108654631604037,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
